GIORNO,Ora solare,VV (m/s),VVmax (m/s),DV (GN),Taria (°C),Um (%),Rs (W/m2)
11/10/19,01:00:00 AM,4.1,5.1,17,15,91,
11/10/19,02:00:00 AM,4.3,5.5,22,14.7,89,0
11/10/19,03:00:00 AM,3.9,4.7,15,14.7,85,0
11/10/19,04:00:00 AM,3.7,5,4,14.2,84,
11/10/19,05:00:00 AM,3.3,5,45,14.1,84,0
11/10/19,06:00:00 AM,4.3,6.1,31,14.1,84,
11/10/19,07:00:00 AM,4,5.3,13,14.2,83,85
11/10/19,08:00:00 AM,5.4,6.8,21,15,79,267
11/10/19,09:00:00 AM,4.4,5.3,14,16.2,74,431
11/10/19,10:00:00 AM,4.3,5.4,27,17.1,66,563
11/10/19,11:00:00 AM,3.4,4.3,25,18,63,635
11/10/19,12:00:00 PM,2,2.4,37,19.2,54,647
11/10/19,01:00:00 PM,1.3,2.1,46,20.8,49,597
11/10/19,02:00:00 PM,1.8,2.5,121,19.4,57,499
11/10/19,03:00:00 PM,2.4,2.8,172,18.9,64,351
11/10/19,04:00:00 PM,2.9,3.2,157,18.7,66,173
11/10/19,05:00:00 PM,2.9,3.1,162,18.9,67,29
11/10/19,06:00:00 PM,2.5,3,178,18.4,75,
11/10/19,07:00:00 PM,1.9,2.4,198,18,78,
11/10/19,08:00:00 PM,1.9,2.2,208,17.7,83,
11/10/19,09:00:00 PM,2.1,3.1,228,17.5,82,
11/10/19,10:00:00 PM,1.9,3.5,249,17.1,87,
11/10/19,11:00:00 PM,2,3.2,252,16.6,88,0
12/10/19,12:00:00 AM,1.3,1.8,271,16.2,87,
12/10/19,01:00:00 AM,1.3,1.7,306,15.7,84,
12/10/19,02:00:00 AM,1.5,2,356,15,88,0
12/10/19,03:00:00 AM,1.5,1.8,356,14.5,89,
12/10/19,04:00:00 AM,2.2,2.4,6,13.3,94,0
12/10/19,05:00:00 AM,2.6,3,17,11.4,97,1
12/10/19,06:00:00 AM,2.4,3.1,4,11.2,100,0
12/10/19,07:00:00 AM,2.6,3.2,352,11.7,100,28
12/10/19,08:00:00 AM,3,3.5,18,11.9,100,135
12/10/19,09:00:00 AM,2.5,3.1,14,12.5,100,191
12/10/19,10:00:00 AM,2.4,3.2,13,13.4,100,221
12/10/19,11:00:00 AM,3.5,3.9,20,14.3,100,383
12/10/19,12:00:00 PM,1.4,1.8,40,17.2,96,450
12/10/19,01:00:00 PM,1.2,1.8,164,17.1,86,481
12/10/19,02:00:00 PM,2.2,2.5,173,17.6,81,456
12/10/19,03:00:00 PM,3.2,3.6,166,17.4,85,334
12/10/19,04:00:00 PM,3.6,4,164,17.6,85,138
12/10/19,05:00:00 PM,3.4,3.9,166,17.9,81,43
12/10/19,06:00:00 PM,2.9,3.3,169,17.9,82,
12/10/19,07:00:00 PM,2,2.3,165,18,84,
12/10/19,08:00:00 PM,2.3,2.9,193,17.9,84,0
12/10/19,09:00:00 PM,2.1,2.5,209,17.9,84,0
12/10/19,10:00:00 PM,1.9,2.4,208,17.7,86,0
12/10/19,11:00:00 PM,1.2,1.8,243,17.4,89,0
13/10/19,12:00:00 AM,1.8,2.8,250,16.8,92,0
13/10/19,01:00:00 AM,2.3,2.9,274,16.1,94,0
13/10/19,02:00:00 AM,2.1,2.6,262,15.9,96,
13/10/19,03:00:00 AM,1.6,2.5,288,15.9,95,
13/10/19,04:00:00 AM,2.1,3,357,15.3,94,0
13/10/19,05:00:00 AM,0.8,1.1,357,14.5,97,0
13/10/19,06:00:00 AM,0.9,1.1,7,14.8,96,0
13/10/19,07:00:00 AM,0,0,,15.3,93,48
13/10/19,08:00:00 AM,0.6,1,332,15.3,95,125
13/10/19,09:00:00 AM,0.3,0.6,68,18.1,83,314
13/10/19,10:00:00 AM,1.3,1.7,171,17,83,367
13/10/19,11:00:00 AM,1.3,1.7,188,17.3,82,344
13/10/19,12:00:00 PM,1.5,1.8,197,17.5,81,402
13/10/19,01:00:00 PM,2.2,2.4,172,18,79,572
13/10/19,02:00:00 PM,1.7,2.1,140,18.2,83,445
13/10/19,03:00:00 PM,2.6,3,130,18,84,291
13/10/19,04:00:00 PM,2.1,2.5,146,18.2,84,140
13/10/19,05:00:00 PM,2.5,3.1,145,18.1,86,17
13/10/19,06:00:00 PM,2.3,2.5,149,18.2,84,0
13/10/19,07:00:00 PM,1.6,1.9,155,18.2,85,0
13/10/19,08:00:00 PM,1.3,1.5,169,18.2,87,
13/10/19,09:00:00 PM,2.1,2.4,190,18.2,88,0
13/10/19,10:00:00 PM,2.1,2.8,209,17.8,91,0
13/10/19,11:00:00 PM,1.7,2.7,220,17.4,93,
14/10/19,12:00:00 AM,1.4,3,227,17.1,94,
14/10/19,01:00:00 AM,1.4,1.9,261,16.9,96,0
14/10/19,02:00:00 AM,1.1,1.5,274,16.4,97,0
14/10/19,03:00:00 AM,0.6,1.1,289,16.2,96,0
14/10/19,04:00:00 AM,0.3,0.4,349,16,96,0
14/10/19,05:00:00 AM,0.5,0.7,3,15.9,96,0
14/10/19,06:00:00 AM,0.7,0.9,341,15.9,97,0
14/10/19,07:00:00 AM,1.6,2.1,14,15.1,98,34
14/10/19,08:00:00 AM,0.7,1.1,7,15,100,73
14/10/19,09:00:00 AM,1.3,1.6,12,14.7,100,226
14/10/19,10:00:00 AM,0.9,1.2,45,15.7,100,244
14/10/19,11:00:00 AM,0.5,0.8,63,17.2,97,339
14/10/19,12:00:00 PM,1.1,1.4,175,18,86,409
14/10/19,01:00:00 PM,1.1,1.6,155,18.1,85,231
14/10/19,02:00:00 PM,3.1,3.5,126,18.2,82,214
14/10/19,03:00:00 PM,2.7,3,128,18.3,81,271
14/10/19,04:00:00 PM,2.9,3.3,127,18.1,86,97
14/10/19,05:00:00 PM,3.9,4.3,159,18.1,91,11
14/10/19,06:00:00 PM,3.7,4.5,145,18.3,89,0
14/10/19,07:00:00 PM,2.6,3,150,18.3,88,0
14/10/19,08:00:00 PM,2.7,3.1,174,18.4,87,
14/10/19,09:00:00 PM,2,2.3,171,18.5,90,
14/10/19,10:00:00 PM,2.7,3,178,18.4,91,0
14/10/19,11:00:00 PM,1.7,2.2,9,17.4,94,0
15/10/19,12:00:00 AM,2.1,2.5,23,17,98,0
15/10/19,01:00:00 AM,2.9,3.4,24,17.1,97,0
15/10/19,02:00:00 AM,2.6,3.2,24,17.1,99,0
15/10/19,03:00:00 AM,3.3,3.9,26,16.9,98,0
15/10/19,04:00:00 AM,2.4,2.9,45,17,97,0
15/10/19,05:00:00 AM,2.4,2.8,39,16.8,98,0
15/10/19,06:00:00 AM,2.6,3.5,54,16.8,97,0
15/10/19,07:00:00 AM,3.4,4.2,32,17.1,96,5
15/10/19,08:00:00 AM,4.1,5,43,17.1,95,24
15/10/19,09:00:00 AM,4.3,5.3,35,17.1,95,77
15/10/19,10:00:00 AM,3.9,5,40,17.8,97,395
15/10/19,11:00:00 AM,4.7,6.4,31,17.8,94,142
15/10/19,12:00:00 PM,4.7,5.8,47,18.4,95,154
15/10/19,01:00:00 PM,5.3,6.3,129,19.9,89,530
15/10/19,02:00:00 PM,5.8,7.4,125,19.7,90,185
15/10/19,03:00:00 PM,4.9,5.9,124,19.6,92,140
15/10/19,04:00:00 PM,5.8,7.3,138,19.7,92,30
15/10/19,05:00:00 PM,8.2,11.5,142,19.5,93,10
15/10/19,06:00:00 PM,10.8,13.2,147,19.6,91,0
15/10/19,07:00:00 PM,10.1,12.2,143,19.7,91,0
15/10/19,08:00:00 PM,12.2,13.9,159,19.6,91,0
15/10/19,09:00:00 PM,1.2,1.8,201,17.8,87,0
15/10/19,10:00:00 PM,1.1,1.6,136,18.3,89,
15/10/19,11:00:00 PM,1.2,1.6,346,17.8,91,0
16/10/19,12:00:00 AM,0.6,1.2,43,17.8,92,0
16/10/19,01:00:00 AM,2.7,3.7,201,18.4,91,
16/10/19,02:00:00 AM,3.1,5.4,216,17.9,84,0
16/10/19,03:00:00 AM,3.7,5.6,252,16.5,89,0
16/10/19,04:00:00 AM,2.7,4.8,246,16.3,92,
16/10/19,05:00:00 AM,2.4,4.3,248,15.5,88,0
16/10/19,06:00:00 AM,2.6,4.6,231,16.2,82,
16/10/19,07:00:00 AM,3.1,5,249,15.8,81,63
16/10/19,08:00:00 AM,3.2,5.2,272,15.3,83,240
16/10/19,09:00:00 AM,1.8,2.6,286,16.8,81,398
16/10/19,10:00:00 AM,2.1,2.9,267,17.4,81,523
16/10/19,11:00:00 AM,2,3.4,246,17.6,87,588
16/10/19,12:00:00 PM,2.3,2.9,191,17.4,87,613
16/10/19,01:00:00 PM,3.1,3.6,186,17.6,84,573
16/10/19,02:00:00 PM,2.9,3.7,196,17.8,83,243
16/10/19,03:00:00 PM,2.8,3.2,175,18.6,81,325
16/10/19,04:00:00 PM,1.5,2,195,19,78,143
16/10/19,05:00:00 PM,2.5,2.8,188,18.8,79,22
16/10/19,06:00:00 PM,2.9,3.5,164,18.7,82,
16/10/19,07:00:00 PM,1.1,1.1,194,18.4,81,
16/10/19,08:00:00 PM,0.5,0.7,159,18.1,85,
16/10/19,09:00:00 PM,0,0,,17.9,89,
16/10/19,10:00:00 PM,1.6,1.9,218,17.7,92,
16/10/19,11:00:00 PM,1.7,2.5,253,17,89,
17/10/19,12:00:00 AM,1.7,2.3,336,16.5,92,0
17/10/19,01:00:00 AM,1.7,2.3,356,15.7,95,
17/10/19,02:00:00 AM,1.7,2.1,2,15,97,
17/10/19,03:00:00 AM,3.6,4.2,23,14.8,98,0
17/10/19,04:00:00 AM,1.5,2,4,14.8,99,0
17/10/19,05:00:00 AM,1.9,2.5,336,13.8,99,0
17/10/19,06:00:00 AM,3.3,4.4,350,13.4,100,
17/10/19,07:00:00 AM,2.5,3.6,359,13.4,100,39
17/10/19,08:00:00 AM,2,3.1,5,14.3,100,91
17/10/19,09:00:00 AM,1.1,1.5,3,14.8,100,330
17/10/19,10:00:00 AM,0.9,1.3,342,17.6,92,486
17/10/19,11:00:00 AM,1.1,1.6,29,18.7,83,301
17/10/19,12:00:00 PM,1.4,1.7,184,17.5,89,600
17/10/19,01:00:00 PM,2,2.4,188,18.2,83,553
17/10/19,02:00:00 PM,2.2,2.5,187,18.4,79,432
17/10/19,03:00:00 PM,2.5,2.7,164,18.2,84,308
17/10/19,04:00:00 PM,2.5,3.1,163,18.1,84,116
17/10/19,05:00:00 PM,3.4,3.9,182,18.3,86,17
17/10/19,06:00:00 PM,2.3,2.7,169,18.5,86,
17/10/19,07:00:00 PM,3.4,4,181,18.4,87,
17/10/19,08:00:00 PM,4,5.1,193,18.4,86,0
17/10/19,09:00:00 PM,2.2,3.7,204,18.2,86,0
17/10/19,10:00:00 PM,1.4,2.6,234,18.4,84,0
17/10/19,11:00:00 PM,2.1,3.3,246,18.2,82,0
18/10/19,12:00:00 AM,1.6,2.8,251,18,83,0
18/10/19,01:00:00 AM,1.5,2.3,243,17.6,84,0
18/10/19,02:00:00 AM,2.4,3.4,260,17.6,81,0
18/10/19,03:00:00 AM,1.6,2.5,257,17.5,82,0
18/10/19,04:00:00 AM,0.8,1.2,265,17.1,85,0
18/10/19,05:00:00 AM,1,1.5,263,16.6,86,0
18/10/19,06:00:00 AM,1.1,1.4,261,16.1,89,
18/10/19,07:00:00 AM,1.3,1.6,239,16.3,90,59
18/10/19,08:00:00 AM,2.4,3.8,268,16.1,90,52
18/10/19,09:00:00 AM,1.4,2.3,277,16.1,91,87
18/10/19,10:00:00 AM,1.2,2.1,259,16.3,89,140
18/10/19,11:00:00 AM,1.4,1.8,271,17.2,85,286
18/10/19,12:00:00 PM,2.1,3.1,205,17.3,84,331
18/10/19,01:00:00 PM,2.3,3.2,204,17.8,85,247
18/10/19,02:00:00 PM,3.3,3.8,189,18.9,80,323
18/10/19,03:00:00 PM,1.8,3.7,240,19.5,70,153
18/10/19,04:00:00 PM,2.4,4.5,244,19.2,71,90
18/10/19,05:00:00 PM,1.7,2.9,244,18.9,74,13
18/10/19,06:00:00 PM,1.6,2.2,248,18.7,76,0
18/10/19,07:00:00 PM,0.8,1.3,264,18.5,77,0
18/10/19,08:00:00 PM,1.3,1.5,203,18.2,79,
18/10/19,09:00:00 PM,4.5,5.2,190,18.3,84,
18/10/19,10:00:00 PM,2.5,3.5,205,18,82,0
18/10/19,11:00:00 PM,1.4,2,245,17.8,84,0
19/10/19,12:00:00 AM,1.2,2.2,244,17.8,84,0
19/10/19,01:00:00 AM,0.8,1,303,17.6,84,0
19/10/19,02:00:00 AM,1.1,1.3,64,17.3,89,0
19/10/19,03:00:00 AM,3,3.7,359,16.8,89,0
19/10/19,04:00:00 AM,2.1,2.4,45,16.7,89,0
19/10/19,05:00:00 AM,3,3.7,38,16.9,92,0
19/10/19,06:00:00 AM,3,3.8,41,16.6,95,
19/10/19,07:00:00 AM,3.5,4.1,20,16.2,96,35
19/10/19,08:00:00 AM,3.8,4.5,34,16.5,94,127
19/10/19,09:00:00 AM,2.7,3.1,44,18.1,88,420
19/10/19,10:00:00 AM,2.9,3.7,25,18.7,87,238
19/10/19,11:00:00 AM,2.2,2.6,15,19.7,83,476
19/10/19,12:00:00 PM,2.1,3.2,67,20.1,76,345
19/10/19,01:00:00 PM,2.6,3.3,123,19.7,81,645
19/10/19,02:00:00 PM,3.6,4.5,119,19.3,87,200
19/10/19,03:00:00 PM,2.5,3.4,110,19.4,86,83
19/10/19,04:00:00 PM,2.8,3.5,118,19.4,85,112
19/10/19,05:00:00 PM,3.4,4.1,138,19.4,85,13
19/10/19,06:00:00 PM,2.7,3,134,19.4,85,0
19/10/19,07:00:00 PM,1.2,1.4,91,19.1,88,0
19/10/19,08:00:00 PM,0.9,1.2,35,18.6,92,0
19/10/19,09:00:00 PM,1.3,1.6,90,18.9,94,0
19/10/19,10:00:00 PM,2.8,3.3,34,18.4,96,0
19/10/19,11:00:00 PM,2.4,3,57,18.4,97,0
20/10/19,12:00:00 AM,4.1,4.8,22,17.4,98,
20/10/19,01:00:00 AM,3.7,4.7,26,17.4,99,0
20/10/19,02:00:00 AM,3.7,4.3,21,17,99,
20/10/19,03:00:00 AM,2.8,3.4,28,17,100,0
20/10/19,04:00:00 AM,2.8,3.4,22,16.9,100,0
20/10/19,05:00:00 AM,2.5,3.2,22,16.7,100,0
20/10/19,06:00:00 AM,2.2,2.6,1,16,100,0
20/10/19,07:00:00 AM,2.1,2.4,11,15.9,100,23
20/10/19,08:00:00 AM,2.5,2.9,9,15.8,100,160
20/10/19,09:00:00 AM,2.4,3.3,39,16.1,100,192
20/10/19,10:00:00 AM,3.3,3.7,15,16.7,100,330
20/10/19,11:00:00 AM,2.2,2.6,20,19.6,100,576
20/10/19,12:00:00 PM,3.1,3.9,119,19.9,85,569
20/10/19,01:00:00 PM,3.9,5.4,123,19.7,86,497
20/10/19,02:00:00 PM,5.1,6.5,120,19.6,83,432
20/10/19,03:00:00 PM,5.6,6.4,129,19.6,78,286
20/10/19,04:00:00 PM,4.3,5.2,130,19.3,82,59
20/10/19,05:00:00 PM,3,3.7,124,19.2,83,8
20/10/19,06:00:00 PM,4.1,4.7,132,19.4,80,0
20/10/19,07:00:00 PM,2.9,3.3,144,19.3,81,0
20/10/19,08:00:00 PM,2.5,3.1,95,19.3,84,0
20/10/19,09:00:00 PM,3,3.6,34,18.9,88,0
20/10/19,10:00:00 PM,3.8,4.8,27,18.1,94,0
20/10/19,11:00:00 PM,4.8,5.7,33,18.1,95,0
21/10/19,12:00:00 AM,4.2,5.4,38,18,96,0
21/10/19,01:00:00 AM,4,5,42,18.2,97,0
21/10/19,02:00:00 AM,5.1,6.1,24,17.8,97,1
21/10/19,03:00:00 AM,4.5,6.2,38,18,98,0
21/10/19,04:00:00 AM,4.3,5.6,51,18.1,99,0
21/10/19,05:00:00 AM,3.5,4.8,32,18.3,99,0
21/10/19,06:00:00 AM,4.5,5.6,50,18.4,99,0
21/10/19,07:00:00 AM,5.2,6.3,39,18.5,99,8
21/10/19,08:00:00 AM,3.9,5.2,63,19.2,98,163
21/10/19,09:00:00 AM,3.3,4,110,20.1,93,142
21/10/19,10:00:00 AM,4,5,113,20,93,248
21/10/19,11:00:00 AM,4.6,5.5,120,20.1,92,512
21/10/19,12:00:00 PM,4.6,5.3,119,20.1,91,311
21/10/19,01:00:00 PM,3.1,4.5,120,20.2,90,225
21/10/19,02:00:00 PM,3.6,4.4,121,20.3,89,275
21/10/19,03:00:00 PM,3.2,4.4,99,20.4,87,121
21/10/19,04:00:00 PM,3,3.9,82,20.6,87,136
21/10/19,05:00:00 PM,2.4,3.1,97,20,91,9
21/10/19,06:00:00 PM,2.4,2.9,66,19.5,94,0
21/10/19,07:00:00 PM,2.1,2.6,54,19.2,97,0
21/10/19,08:00:00 PM,2.2,2.6,40,18.7,97,0
21/10/19,09:00:00 PM,2.8,3.4,25,18.5,96,0
21/10/19,10:00:00 PM,2.8,3.5,25,18.2,97,0
21/10/19,11:00:00 PM,2.7,3.1,18,17.9,96,0
22/10/19,12:00:00 AM,3.3,3.8,12,17.8,97,
22/10/19,01:00:00 AM,3.2,3.7,13,17.2,97,0
22/10/19,02:00:00 AM,2.2,2.7,30,17.1,98,0
22/10/19,03:00:00 AM,2.5,3.1,19,17.1,99,0
22/10/19,04:00:00 AM,2.1,2.4,24,17,99,0
22/10/19,05:00:00 AM,2.3,2.7,5,16.6,99,0
22/10/19,06:00:00 AM,1.4,2,20,15.8,100,0
22/10/19,07:00:00 AM,0.4,1.1,,16.1,100,21
22/10/19,08:00:00 AM,2.1,2.5,359,17.3,96,204
22/10/19,09:00:00 AM,1.8,2.2,14,18.4,89,348
22/10/19,10:00:00 AM,2.1,2.7,13,19.1,85,470
22/10/19,11:00:00 AM,1.4,1.8,35,21.2,76,541
22/10/19,12:00:00 PM,1.7,2.2,40,21.7,72,536
22/10/19,01:00:00 PM,1.6,2.1,143,21,77,495
22/10/19,02:00:00 PM,2.1,2.3,155,21.1,78,396
22/10/19,03:00:00 PM,1.1,1.2,172,21.3,78,270
22/10/19,04:00:00 PM,1.8,2.4,203,21,82,118
22/10/19,05:00:00 PM,1.4,2,226,20.1,85,14
22/10/19,06:00:00 PM,1.6,1.9,229,20.1,86,
22/10/19,07:00:00 PM,1.7,1.9,261,19.9,87,
22/10/19,08:00:00 PM,2,2.2,240,20.1,81,
22/10/19,09:00:00 PM,2.2,3.1,266,19.6,89,
22/10/19,10:00:00 PM,2.2,3,264,19.1,89,0
22/10/19,11:00:00 PM,2.2,3,290,18.9,88,
23/10/19,12:00:00 AM,1.7,3,300,18.5,90,
23/10/19,01:00:00 AM,1.1,1.7,316,18.1,91,
23/10/19,02:00:00 AM,1.4,2,303,17.7,93,0
23/10/19,03:00:00 AM,0.3,0.8,355,17.7,92,
23/10/19,04:00:00 AM,1.6,2,348,17.1,93,0
23/10/19,05:00:00 AM,0.8,1.4,342,16.5,95,0
23/10/19,06:00:00 AM,2.3,3.4,350,16.4,94,
23/10/19,07:00:00 AM,1,1.2,19,16.5,93,16
23/10/19,08:00:00 AM,0.2,0.5,73,19.7,86,190
23/10/19,09:00:00 AM,1.2,1.8,273,19,83,347
23/10/19,10:00:00 AM,0.3,0.6,12,21.7,75,459
23/10/19,11:00:00 AM,0.5,1,100,20.8,72,436
23/10/19,12:00:00 PM,2.2,2.5,181,19.8,81,506
23/10/19,01:00:00 PM,2.5,2.8,174,20.2,80,478
23/10/19,02:00:00 PM,2.5,2.7,147,20.4,82,418
23/10/19,03:00:00 PM,2.1,2.4,145,20.3,82,188
23/10/19,04:00:00 PM,3.3,3.7,164,19.8,88,91
23/10/19,05:00:00 PM,2.4,2.7,189,19.8,88,10
23/10/19,06:00:00 PM,2.7,3,173,19.6,91,
23/10/19,07:00:00 PM,2.3,2.4,173,19.6,89,
23/10/19,08:00:00 PM,2.1,2.4,178,19.4,88,0
23/10/19,09:00:00 PM,1.2,1.3,149,19.2,90,0
23/10/19,10:00:00 PM,1.1,1.2,129,18.9,95,
23/10/19,11:00:00 PM,0.9,1.3,41,18.4,97,0
24/10/19,12:00:00 AM,1.3,1.7,60,18,98,0
24/10/19,01:00:00 AM,1.8,2.2,35,17.9,99,0
24/10/19,02:00:00 AM,1.9,2.4,39,17.3,100,
24/10/19,03:00:00 AM,3.5,4.3,15,15.6,100,3
24/10/19,04:00:00 AM,3.1,3.9,21,15.2,100,0
24/10/19,05:00:00 AM,4.8,5.8,18,15.4,100,0
24/10/19,06:00:00 AM,3.4,4.1,31,16,100,0
24/10/19,07:00:00 AM,2.9,3.7,56,16.5,100,9
24/10/19,08:00:00 AM,3.6,4.8,59,16.6,100,95
24/10/19,09:00:00 AM,4.8,5.8,39,16.7,100,243
24/10/19,10:00:00 AM,4.2,5.2,43,16.9,100,135
24/10/19,11:00:00 AM,3.9,4.7,17,17.7,100,423
24/10/19,12:00:00 PM,2.4,3,15,18.2,93,87
24/10/19,01:00:00 PM,4.1,5.1,28,18.8,90,261
24/10/19,02:00:00 PM,3.9,5.2,72,19.3,85,169
24/10/19,03:00:00 PM,4.2,5.5,97,19,86,106
24/10/19,04:00:00 PM,3.4,4.3,100,18.7,91,69
24/10/19,05:00:00 PM,1.7,2.1,105,19,85,5
24/10/19,06:00:00 PM,0.9,1.3,212,19,84,0
24/10/19,07:00:00 PM,1.8,2,53,18.9,86,0
24/10/19,08:00:00 PM,3.4,4.7,33,18.7,90,0
24/10/19,09:00:00 PM,0.7,1.3,37,18.5,93,0
24/10/19,10:00:00 PM,0.9,1.3,81,18.3,92,0
24/10/19,11:00:00 PM,1.2,1.5,3,18.3,92,0
25/10/19,12:00:00 AM,2.5,2.9,12,17.9,92,0
25/10/19,01:00:00 AM,2.3,3,0,17.8,93,0
25/10/19,02:00:00 AM,1.9,2.3,6,17.2,95,0
25/10/19,03:00:00 AM,3.2,3.7,26,17.3,94,
25/10/19,04:00:00 AM,2.8,3.3,28,16.9,94,
25/10/19,05:00:00 AM,2.6,3.4,2,16.6,94,0
25/10/19,06:00:00 AM,2.6,3.2,20,16.2,95,0
25/10/19,07:00:00 AM,2.2,2.7,16,16.3,94,29
25/10/19,08:00:00 AM,1.8,2.4,17,17.1,86,177
25/10/19,09:00:00 AM,2.5,3.1,9,17.8,82,334
25/10/19,10:00:00 AM,2,2.6,17,19.2,78,460
25/10/19,11:00:00 AM,3,3.8,356,19.9,76,496
25/10/19,12:00:00 PM,2.1,3.1,355,20.8,70,483
25/10/19,01:00:00 PM,2.7,3.4,39,21.3,66,438
25/10/19,02:00:00 PM,2.4,3.2,62,21.7,60,303
25/10/19,03:00:00 PM,1.8,2.1,133,19.6,79,210
25/10/19,04:00:00 PM,1.8,2.1,171,19.5,80,104
25/10/19,05:00:00 PM,0.9,1.1,251,19.3,80,10
25/10/19,06:00:00 PM,1.6,1.8,274,19.2,83,
25/10/19,07:00:00 PM,1.4,1.7,289,19.2,87,
25/10/19,08:00:00 PM,1.3,1.8,312,19.1,87,
25/10/19,09:00:00 PM,1.4,2.1,334,18.9,78,
25/10/19,10:00:00 PM,1.4,1.8,351,18.8,72,0
25/10/19,11:00:00 PM,4,4.6,9,17.6,78,
26/10/19,12:00:00 AM,3.9,4.6,9,17.2,75,
26/10/19,01:00:00 AM,3.7,4.5,6,16.8,73,0
26/10/19,02:00:00 AM,2.6,3.4,338,17.3,67,
26/10/19,03:00:00 AM,1.7,2.3,340,16.8,68,
26/10/19,04:00:00 AM,2.9,3.7,7,16.2,71,
26/10/19,05:00:00 AM,1.9,3,329,15.7,73,0
26/10/19,06:00:00 AM,1.6,2.6,342,14.9,77,0
26/10/19,07:00:00 AM,2.5,3.2,339,15.2,76,28
26/10/19,08:00:00 AM,2.1,2.9,359,16.6,72,186
26/10/19,09:00:00 AM,1.7,2.4,353,18.5,64,340
26/10/19,10:00:00 AM,1,1.3,334,21.2,50,456
26/10/19,11:00:00 AM,1.5,2.2,242,20.4,61,529
26/10/19,12:00:00 PM,1.7,2.7,227,21.2,57,547
26/10/19,01:00:00 PM,2.2,2.5,182,20.3,62,501
26/10/19,02:00:00 PM,2.3,2.5,184,20.3,69,397
26/10/19,03:00:00 PM,2.5,2.6,189,21.1,61,257
26/10/19,04:00:00 PM,2.4,2.5,174,21.1,61,102
26/10/19,05:00:00 PM,1.5,1.8,164,20.2,71,8
26/10/19,06:00:00 PM,1.7,2,194,19.6,76,
26/10/19,07:00:00 PM,1.4,1.8,206,19.5,77,0
26/10/19,08:00:00 PM,1.9,3.2,247,19.2,79,
26/10/19,09:00:00 PM,1.2,1.7,262,18.2,84,
26/10/19,10:00:00 PM,1,1.4,254,17.9,85,
26/10/19,11:00:00 PM,1.7,2.1,263,17.3,87,
27/10/19,12:00:00 AM,2,2.5,265,16.9,89,
27/10/19,01:00:00 AM,0.9,1.3,308,16.7,87,0
27/10/19,02:00:00 AM,1,1.3,323,15.7,88,
27/10/19,03:00:00 AM,0,0,,14.7,90,0
27/10/19,04:00:00 AM,1.9,2.3,350,13.6,91,0
27/10/19,05:00:00 AM,2,2.4,3,13.4,92,0
27/10/19,06:00:00 AM,1.8,2.3,354,13.6,94,
27/10/19,07:00:00 AM,1.5,1.8,2,13.2,95,22
27/10/19,08:00:00 AM,1,1.8,8,14.3,92,155
27/10/19,09:00:00 AM,1.1,1.8,16,15.9,83,311
27/10/19,10:00:00 AM,1.7,2.2,20,16.3,80,436
27/10/19,11:00:00 AM,0.5,1.1,115,17.1,75,496
27/10/19,12:00:00 PM,0.8,1.2,171,18.1,76,510
27/10/19,01:00:00 PM,1.9,2.4,190,17.5,81,464
27/10/19,02:00:00 PM,1.6,2,191,17.8,80,365
27/10/19,03:00:00 PM,1.9,2.3,191,18.3,80,230
27/10/19,04:00:00 PM,0.9,1.2,178,18.5,79,88
27/10/19,05:00:00 PM,1.4,1.7,187,18,82,5
27/10/19,06:00:00 PM,1.1,1.5,147,17.9,83,0
27/10/19,07:00:00 PM,0.8,1,128,17.7,87,0
27/10/19,08:00:00 PM,0.9,1.2,151,17.9,86,
27/10/19,09:00:00 PM,1.4,1.7,186,18,86,
27/10/19,10:00:00 PM,0.9,1,248,17.8,88,0
27/10/19,11:00:00 PM,2,2.8,346,16.8,92,0
28/10/19,12:00:00 AM,1.6,2,0,16,95,0
28/10/19,01:00:00 AM,3,3.7,21,15.8,94,0
28/10/19,02:00:00 AM,3.3,4,27,14.3,99,1
28/10/19,03:00:00 AM,2.9,3.6,10,13.6,100,
28/10/19,04:00:00 AM,2.6,3.6,12,13.3,100,0
28/10/19,05:00:00 AM,2.8,3.7,22,13.6,100,0
28/10/19,06:00:00 AM,2.7,3.5,18,13.5,100,1
28/10/19,07:00:00 AM,3.5,4.5,27,13.5,100,7
28/10/19,08:00:00 AM,2.9,3.6,26,13.5,100,97
28/10/19,09:00:00 AM,2,2.8,32,14.2,100,122
28/10/19,10:00:00 AM,2.3,2.9,44,15.3,100,183
28/10/19,11:00:00 AM,1.8,2.5,39,16.5,97,362
28/10/19,12:00:00 PM,1.9,2.5,358,16.2,90,155
28/10/19,01:00:00 PM,1,1.5,347,16.8,88,118
28/10/19,02:00:00 PM,0.9,1.3,352,17.3,82,171
28/10/19,03:00:00 PM,0.9,1.3,75,17.7,79,147
28/10/19,04:00:00 PM,0,0,,17.4,81,75
28/10/19,05:00:00 PM,0.9,1,194,17,85,3
28/10/19,06:00:00 PM,1.1,1.4,228,16.7,90,0
28/10/19,07:00:00 PM,0.7,1,265,16.7,89,
28/10/19,08:00:00 PM,1.7,2,266,16.5,91,
28/10/19,09:00:00 PM,0.5,0.6,296,16.6,89,0
28/10/19,10:00:00 PM,1.3,2.3,265,16.3,91,0
28/10/19,11:00:00 PM,0.7,1.3,286,15.9,92,0
29/10/19,12:00:00 AM,0.4,0.7,273,15.8,91,0
